21.6647, 0.0000, 0.00
25.2705, 0.0000, 0.00
30.1232, -0.2500, -5.00
35.6804, -0.2500, 0.00
42.6381, -0.5000, -5.00
50.8101, -0.6250, -2.50
4.4089, 0.2500, 5.00
3.5686, 0.3750, 2.50
2.4583, 0.5000, 2.50
0.6927, 0.7500, 5.00
-1.7721, 1.0000, 5.00
-4.6382, 1.1250, 2.50
-7.6178, 1.1250, 0.00
-11.4934, 1.3750, 5.00
-15.9996, 1.5000, 2.50
-20.5485, 1.3750, -2.50
-25.5902, 1.3750, 0.00
-30.9151, 1.2500, -2.50
-36.9613, 1.2500, 0.00
-44.1377, 1.3750, 2.50
-51.7776, 1.1250, -5.00
4.7656, 0.1250, 2.50
4.2910, 0.2500, 2.50
4.2785, 0.1250, -2.50
4.0136, 0.2500, 2.50
3.1325, 0.5000, 5.00
1.6130, 0.7500, 5.00
0.4910, 0.6250, -2.50
-0.2609, 0.5000, -2.50
-0.6611, 0.3750, -2.50
-0.7194, 0.2500, -2.50
-0.4372, 0.1250, -2.50
0.1923, 0.0000, -2.50
1.1846, -0.1250, -2.50
1.4899, 0.1250, 5.00
2.1896, 0.0000, -2.50
2.2273, 0.2500, 5.00
2.6774, 0.1250, -2.50
2.4777, 0.3750, 5.00
2.6964, 0.2500, -2.50
2.2658, 0.5000, 5.00
1.1750, 0.7500, 5.00
-0.6031, 1.0000, 5.00
-3.1121, 1.2500, 5.00
-4.9821, 1.0000, -5.00
-7.3308, 1.1250, 2.50
-9.5035, 1.0000, -2.50
-11.9079, 1.0000, 0.00
-15.3028, 1.2500, 5.00
-19.7589, 1.5000, 5.00
-25.0266, 1.6250, 2.50
-30.8881, 1.6250, 0.00
-38.0849, 1.8750, 5.00
-46.1476, 1.8750, 0.00
4.4089, 0.2500, 5.00
3.2116, 0.5000, 5.00
1.3779, 0.7500, 5.00
-0.4221, 0.7500, 0.00
-1.8743, 0.6250, -2.50
-2.6567, 0.3750, -5.00
-3.5040, 0.3750, 0.00
-4.0798, 0.2500, -2.50
-4.3982, 0.1250, -2.50
-4.4673, 0.0000, -2.50
-4.2886, -0.1250, -2.50
-4.5721, 0.0000, 2.50
-4.2535, -0.2500, -5.00
-3.3248, -0.5000, -5.00
-2.8350, -0.3750, 2.50
-2.7723, -0.2500, 2.50
-2.4198, -0.3750, -2.50
-2.1266, -0.3750, 0.00
-2.6012, -0.1250, 5.00
-2.4240, -0.3750, -5.00
-1.9485, -0.5000, -2.50
-1.8785, -0.3750, 2.50
-2.5704, -0.1250, 5.00
-2.9674, -0.2500, -2.50
-3.7948, -0.1250, 2.50
-5.0724, 0.0000, 2.50
-5.7607, -0.2500, -5.00
-6.2336, -0.3750, -2.50
-6.5030, -0.5000, -2.50
-7.6429, -0.2500, 5.00
-9.3245, -0.1250, 2.50
-11.5868, 0.0000, 2.50
-13.7803, -0.1250, -2.50
-16.6560, 0.0000, 2.50
-20.2771, 0.1250, 2.50
-25.0565, 0.3750, 5.00
-29.7816, 0.1250, -5.00
-35.5147, 0.2500, 2.50
-42.6462, 0.5000, 5.00
-50.2020, 0.2500, -5.00
4.4089, 0.2500, 5.00
3.2116, 0.5000, 5.00
1.3779, 0.7500, 5.00
0.2939, 0.5000, -5.00
-0.0667, 0.2500, -5.00
0.2873, 0.0000, -5.00
1.3644, -0.2500, -5.00
3.1911, -0.5000, -5.00
4.3807, -0.2500, 5.00
4.9635, 0.0000, 5.00
4.9543, 0.2500, 5.00
4.3527, 0.5000, 5.00
3.5006, 0.6250, 2.50
3.0916, 0.5000, -2.50
2.0433, 0.7500, 5.00
0.3292, 1.0000, 5.00
-2.0930, 1.2500, 5.00
-5.2822, 1.5000, 5.00
-8.9572, 1.6250, 2.50
-12.1433, 1.3750, -5.00
-15.6247, 1.3750, 0.00
-18.7945, 1.1250, -5.00
-21.7385, 0.8750, -5.00
-24.8697, 0.7500, -2.50
-29.2411, 1.0000, 5.00
-34.2982, 1.0000, 0.00
-40.4421, 1.1250, 2.50
-48.0417, 1.3750, 5.00
4.4089, 0.2500, 5.00
3.2116, 0.5000, 5.00
1.3779, 0.7500, 5.00
0.2939, 0.5000, -5.00
-1.4991, 0.7500, 5.00
-4.0447, 1.0000, 5.00
-6.3322, 0.8750, -2.50
-9.1304, 1.0000, 2.50
-12.5049, 1.1250, 2.50
-15.8337, 1.0000, -2.50
-19.5456, 1.0000, 0.00
-23.0521, 0.7500, -5.00
-27.1083, 0.7500, 0.00
-31.4854, 0.6250, -2.50
-36.5957, 0.6250, 0.00
-43.1178, 0.8750, 5.00
-50.3380, 0.7500, -2.50
4.4089, 0.2500, 5.00
3.2116, 0.5000, 5.00
1.3779, 0.7500, 5.00
-0.0641, 0.6250, -2.50
-1.1496, 0.5000, -2.50
-1.9052, 0.3750, -2.50
-2.7074, 0.3750, 0.00
-3.2183, 0.2500, -2.50
-3.0929, 0.0000, -5.00
-3.0432, 0.0000, 0.00
-2.3529, -0.2500, -5.00
-1.7202, -0.2500, 0.00
-1.1296, -0.2500, 0.00
-0.5667, -0.2500, 0.00
-0.0177, -0.2500, 0.00
0.5309, -0.2500, 0.00
1.0924, -0.2500, 0.00
1.6808, -0.2500, 0.00
2.3103, -0.2500, 0.00
2.6386, -0.1250, 2.50
3.0315, -0.1250, 0.00
2.7834, 0.1250, 5.00
2.2459, 0.2500, 2.50
2.4790, 0.0000, -5.00
3.1306, -0.1250, -2.50
3.1437, 0.1250, 5.00
2.5186, 0.3750, 5.00
1.5976, 0.5000, 2.50
-0.0003, 0.7500, 5.00
-2.3144, 1.0000, 5.00
-5.0430, 1.1250, 2.50
-7.8949, 1.1250, 0.00
-10.2303, 0.8750, -5.00
-13.5198, 1.1250, 5.00
-17.8338, 1.3750, 5.00
-23.2595, 1.6250, 5.00
-28.5816, 1.3750, -5.00
-34.2607, 1.2500, -2.50
-41.0261, 1.3750, 2.50
-48.4428, 1.2500, -2.50
4.4089, 0.2500, 5.00
3.2116, 0.5000, 5.00
1.3779, 0.7500, 5.00
0.2939, 0.5000, -5.00
-0.0667, 0.2500, -5.00
0.2873, 0.0000, -5.00
1.3644, -0.2500, -5.00
3.1911, -0.5000, -5.00
4.3807, -0.2500, 5.00
4.9635, 0.0000, 5.00
4.9543, 0.2500, 5.00
4.3527, 0.5000, 5.00
4.2147, 0.3750, -2.50
4.8942, 0.1250, -5.00
4.9798, 0.3750, 5.00
5.1873, 0.3750, 0.00
5.1651, 0.5000, 2.50
4.5560, 0.7500, 5.00
4.4153, 0.6250, -2.50
4.3827, 0.6250, 0.00
4.1004, 0.7500, 2.50
3.2040, 1.0000, 5.00
2.7436, 0.8750, -2.50
1.6351, 1.1250, 5.00
0.9245, 1.0000, -2.50
-0.4794, 1.2500, 5.00
-2.2533, 1.3750, 2.50
-4.0823, 1.3750, 0.00
-6.3684, 1.5000, 2.50
-8.4544, 1.3750, -2.50
-10.7467, 1.3750, 0.00
-12.5972, 1.1250, -5.00
-14.0548, 0.8750, -5.00
-15.1586, 0.6250, -5.00
-17.3208, 0.8750, 5.00
-20.2427, 1.0000, 2.50
-23.3143, 0.8750, -2.50
-26.2838, 0.6250, -5.00
-29.5538, 0.5000, -2.50
-33.8277, 0.6250, 2.50
-38.2882, 0.3750, -5.00
-43.6184, 0.3750, 0.00
-50.4354, 0.6250, 5.00
5.4791, -0.1250, -2.50
6.4487, -0.2500, -2.50
6.8642, 0.0000, 5.00
7.4476, 0.0000, 0.00
7.8578, 0.1250, 2.50
8.8146, 0.0000, -2.50
10.6944, -0.2500, -5.00
12.4827, -0.1250, 2.50
15.2737, -0.3750, -5.00
17.7436, -0.1250, 5.00
21.3234, -0.3750, -5.00
25.0801, -0.2500, 2.50
29.7561, -0.3750, -2.50
34.8180, -0.2500, 2.50
40.6813, -0.2500, 0.00
47.1882, -0.1250, 2.50
4.4089, 0.2500, 5.00
3.9257, 0.2500, 0.00
2.8240, 0.5000, 5.00
1.0762, 0.7500, 5.00
-1.3613, 1.0000, 5.00
-4.5481, 1.2500, 5.00
-8.2032, 1.3750, 2.50
-12.7675, 1.6250, 5.00
-18.3405, 1.8750, 5.00
-24.0153, 1.7500, -2.50
-30.9156, 2.0000, 5.00
-37.9227, 1.7500, -5.00
-45.7925, 1.7500, 0.00
4.4089, 0.2500, 5.00
3.2116, 0.5000, 5.00
1.3779, 0.7500, 5.00
-1.1381, 1.0000, 5.00
-4.3980, 1.2500, 5.00
-7.4085, 1.1250, -2.50
-10.9551, 1.2500, 2.50
-14.0653, 1.0000, -5.00
-17.1694, 0.8750, -2.50
-20.6878, 0.8750, 0.00
-24.0321, 0.6250, -5.00
-28.2751, 0.7500, 2.50
-32.8677, 0.6250, -2.50
-38.5229, 0.7500, 2.50
-44.4921, 0.5000, -5.00
-50.9341, 0.2500, -5.00
4.4089, 0.2500, 5.00
3.2116, 0.5000, 5.00
1.3779, 0.7500, 5.00
-0.7801, 0.8750, 2.50
-3.3153, 1.0000, 2.50
-5.2166, 0.7500, -5.00
-7.2455, 0.7500, 0.00
-8.7410, 0.5000, -5.00
-11.1578, 0.7500, 5.00
-13.8461, 0.7500, 0.00
-17.5658, 1.0000, 5.00
-22.0506, 1.1250, 2.50
-27.3942, 1.2500, 2.50
-33.7017, 1.3750, 2.50
-41.3839, 1.6250, 5.00
-49.4567, 1.3750, -5.00
4.4089, 0.2500, 5.00
3.2116, 0.5000, 5.00
1.3779, 0.7500, 5.00
-0.4221, 0.7500, 0.00
-2.2324, 0.7500, 0.00
-4.0974, 0.7500, 0.00
-6.0627, 0.7500, 0.00
-8.1763, 0.7500, 0.00
-10.1350, 0.6250, -2.50
-12.3408, 0.6250, 0.00
-14.1469, 0.3750, -5.00
-16.6433, 0.5000, 2.50
-20.2280, 0.7500, 5.00
-24.2980, 0.7500, 0.00
-28.2929, 0.5000, -5.00
-32.9532, 0.5000, 0.00
-38.6775, 0.6250, 2.50
-44.9995, 0.5000, -2.50
-52.3141, 0.5000, 0.00
4.4089, 0.2500, 5.00
3.2116, 0.5000, 5.00
1.3779, 0.7500, 5.00
-0.0641, 0.6250, -2.50
-1.8658, 0.7500, 2.50
-3.3552, 0.6250, -2.50
-4.2118, 0.3750, -5.00
-4.4573, 0.1250, -5.00
-4.0978, -0.1250, -5.00
-3.1243, -0.3750, -5.00
-1.5121, -0.6250, -5.00
0.7790, -0.8750, -5.00
3.8052, -1.1250, -5.00
7.2820, -1.2500, -2.50
10.2262, -1.0000, 5.00
13.4197, -1.0000, 0.00
16.5906, -0.8750, 2.50
19.8192, -0.7500, 2.50
23.8606, -0.8750, -2.50
28.4698, -0.8750, 0.00
33.1186, -0.6250, 5.00
38.5344, -0.6250, 0.00
45.1048, -0.7500, -2.50
4.4089, 0.2500, 5.00
3.2116, 0.5000, 5.00
1.3779, 0.7500, 5.00
0.2939, 0.5000, -5.00
-0.0667, 0.2500, -5.00
-0.0708, 0.1250, -2.50
0.6395, -0.1250, -5.00
2.0816, -0.3750, -5.00
4.2905, -0.6250, -5.00
5.8902, -0.3750, 5.00
6.9215, -0.1250, 5.00
7.7665, 0.0000, 2.50
8.0916, 0.2500, 5.00
8.6143, 0.2500, 0.00
8.6391, 0.5000, 5.00
9.2288, 0.3750, -2.50
9.3367, 0.6250, 5.00
10.0257, 0.5000, -2.50
10.9591, 0.5000, 0.00
11.4562, 0.7500, 5.00
11.8811, 0.8750, 2.50
12.9455, 0.7500, -2.50
15.0223, 0.5000, -5.00
17.4630, 0.5000, 0.00
19.6418, 0.7500, 5.00
22.9669, 0.5000, -5.00
26.5100, 0.6250, 2.50
30.0389, 0.8750, 5.00
34.5804, 0.7500, -2.50
40.5083, 0.5000, -5.00
46.8035, 0.7500, 5.00
4.7656, 0.1250, 2.50
4.2910, 0.2500, 2.50
3.9214, 0.2500, 0.00
3.2905, 0.3750, 2.50
2.7402, 0.3750, 0.00
1.5417, 0.6250, 5.00
-0.3350, 0.8750, 5.00
-2.9362, 1.1250, 5.00
-4.8939, 0.8750, -5.00
-6.2579, 0.6250, -5.00
-7.7748, 0.6250, 0.00
-9.8365, 0.7500, 2.50
-11.7851, 0.6250, -2.50
-14.0204, 0.6250, 0.00
-15.9010, 0.3750, -5.00
-17.8218, 0.2500, -2.50
-20.5130, 0.3750, 2.50
-24.3670, 0.6250, 5.00
-28.8002, 0.6250, 0.00
-34.5372, 0.8750, 5.00
-41.3650, 1.0000, 2.50
-49.6580, 1.2500, 5.00
4.4089, 0.2500, 5.00
3.9257, 0.2500, 0.00
3.5385, 0.2500, 0.00
3.2381, 0.2500, 0.00
3.0169, 0.2500, 0.00
2.8696, 0.2500, 0.00
2.0773, 0.5000, 5.00
0.6201, 0.7500, 5.00
-1.5381, 1.0000, 5.00
-4.4498, 1.2500, 5.00
-7.4705, 1.2500, 0.00
-10.3186, 1.1250, -2.50
-13.4181, 1.1250, 0.00
-17.1918, 1.2500, 2.50
-21.7224, 1.3750, 2.50
-26.7726, 1.3750, 0.00
-31.8156, 1.1250, -5.00
-37.9030, 1.2500, 2.50
-44.5702, 1.1250, -2.50
-52.7328, 1.3750, 5.00
5.8358, -0.2500, -5.00
6.8144, -0.2500, 0.00
7.9595, -0.2500, 0.00
8.9443, -0.1250, 2.50
9.4399, 0.1250, 5.00
10.1657, 0.1250, 0.00
10.4344, 0.3750, 5.00
10.9572, 0.3750, 0.00
12.0985, 0.2500, -2.50
12.8336, 0.5000, 5.00
13.5315, 0.6250, 2.50
14.5577, 0.6250, 0.00
16.6301, 0.3750, -5.00
18.7610, 0.5000, 2.50
21.3434, 0.5000, 0.00
25.1038, 0.2500, -5.00
29.7840, 0.1250, -2.50
34.8507, 0.2500, 2.50
40.7196, 0.2500, 0.00
48.0470, 0.0000, -5.00
5.8358, -0.2500, -5.00
6.8144, -0.2500, 0.00
8.3150, -0.3750, -2.50
10.7274, -0.6250, -5.00
13.7529, -0.7500, -2.50
16.4164, -0.5000, 5.00
18.7896, -0.2500, 5.00
21.9540, -0.3750, -2.50
25.3111, -0.2500, 2.50
29.2684, -0.2500, 0.00
33.5995, -0.1250, 2.50
38.1109, 0.1250, 5.00
43.7705, 0.0000, -2.50
50.4011, 0.0000, 0.00
4.7656, 0.1250, 2.50
4.6478, 0.1250, 0.00
4.2869, 0.2500, 2.50
4.0309, 0.2500, 0.00
3.5163, 0.3750, 2.50
3.0879, 0.3750, 0.00
2.3775, 0.5000, 2.50
1.3675, 0.6250, 2.50
0.0330, 0.7500, 2.50
-1.6587, 0.8750, 2.50
-3.7491, 1.0000, 2.50
-5.2165, 0.7500, -5.00
-7.5249, 1.0000, 5.00
-9.3070, 0.7500, -5.00
-12.0229, 1.0000, 5.00
-14.6810, 0.8750, -2.50
-17.6948, 0.8750, 0.00
-20.7941, 0.7500, -2.50
-23.7223, 0.5000, -5.00
-27.8708, 0.7500, 5.00
-32.3591, 0.6250, -2.50
-37.9011, 0.7500, 2.50
-44.0229, 0.6250, -2.50
-50.6052, 0.3750, -5.00
4.7656, 0.1250, 2.50
4.2910, 0.2500, 2.50
3.5643, 0.3750, 2.50
2.5675, 0.5000, 2.50
1.9912, 0.3750, -2.50
1.8217, 0.2500, -2.50
1.6968, 0.2500, 0.00
1.9713, 0.1250, -2.50
2.2942, 0.1250, 0.00
3.0311, 0.0000, -2.50
3.4846, 0.1250, 2.50
3.6660, 0.2500, 2.50
3.5797, 0.3750, 2.50
3.2238, 0.5000, 2.50
3.3043, 0.3750, -2.50
3.1082, 0.5000, 2.50
2.6306, 0.6250, 2.50
2.2175, 0.6250, 0.00
1.8586, 0.6250, 0.00
0.8295, 0.8750, 5.00
-0.8954, 1.1250, 5.00
-3.0003, 1.2500, 2.50
-5.1787, 1.2500, 0.00
-6.7705, 1.0000, -5.00
-8.5278, 1.0000, 0.00
-10.1391, 0.8750, -2.50
-12.3500, 1.0000, 2.50
-15.5608, 1.2500, 5.00
-19.1482, 1.2500, 0.00
-22.5194, 1.0000, -5.00
-26.0975, 0.8750, -2.50
-30.6147, 1.0000, 2.50
-35.8467, 1.0000, 0.00
-42.4814, 1.2500, 5.00
-50.0640, 1.2500, 0.00
4.7656, 0.1250, 2.50
4.2910, 0.2500, 2.50
3.5643, 0.3750, 2.50
2.5675, 0.5000, 2.50
0.9180, 0.7500, 5.00
-1.4250, 1.0000, 5.00
-4.5189, 1.2500, 5.00
-7.7235, 1.2500, 0.00
-11.8263, 1.5000, 5.00
-15.8664, 1.3750, -2.50
-20.9792, 1.6250, 5.00
-26.2602, 1.5000, -2.50
-31.8411, 1.3750, -2.50
-38.4668, 1.5000, 2.50
-45.4050, 1.2500, -5.00
4.7656, 0.1250, 2.50
4.2910, 0.2500, 2.50
3.5643, 0.3750, 2.50
2.5675, 0.5000, 2.50
1.6335, 0.5000, 0.00
0.7396, 0.5000, 0.00
-0.1362, 0.5000, 0.00
-1.0154, 0.5000, 0.00
-1.9194, 0.5000, 0.00
-2.8705, 0.5000, 0.00
-3.8918, 0.5000, 0.00
-5.7230, 0.7500, 5.00
-8.4067, 1.0000, 5.00
-11.2957, 1.0000, 0.00
-14.1085, 0.8750, -2.50
-16.5689, 0.6250, -5.00
-19.4296, 0.6250, 0.00
-23.0949, 0.7500, 2.50
-26.6521, 0.5000, -5.00
-30.5189, 0.3750, -2.50
-35.4070, 0.5000, 2.50
-41.1085, 0.5000, 0.00
-48.2725, 0.7500, 5.00
4.7656, 0.1250, 2.50
4.2910, 0.2500, 2.50
3.5643, 0.3750, 2.50
2.5675, 0.5000, 2.50
2.3490, 0.2500, -5.00
1.8303, 0.3750, 2.50
0.9984, 0.5000, 2.50
-0.5250, 0.7500, 5.00
-2.4194, 0.8750, 2.50
-3.6575, 0.6250, -5.00
-5.3425, 0.7500, 2.50
-6.4451, 0.5000, -5.00
-8.0612, 0.6250, 2.50
-10.5831, 0.8750, 5.00
-13.7150, 1.0000, 2.50
-17.8754, 1.2500, 5.00
-22.4667, 1.2500, 0.00
-27.9253, 1.3750, 2.50
-33.7250, 1.2500, -2.50
-40.6018, 1.3750, 2.50
-48.1203, 1.2500, -2.50
4.7656, 0.1250, 2.50
5.0047, 0.0000, -2.50
5.0095, 0.1250, 2.50
4.7802, 0.2500, 2.50
4.3110, 0.3750, 2.50
3.2331, 0.6250, 5.00
1.8769, 0.7500, 2.50
0.2087, 0.8750, 2.50
-1.8124, 1.0000, 2.50
-4.2358, 1.1250, 2.50
-7.4772, 1.3750, 5.00
-11.2563, 1.5000, 2.50
-15.3094, 1.5000, 0.00
-20.0786, 1.6250, 2.50
-26.0023, 1.8750, 5.00
-33.1851, 2.1250, 5.00
-41.1363, 2.1250, 0.00
-50.5503, 2.3750, 5.00
4.7656, 0.1250, 2.50
4.6478, 0.1250, 0.00
4.2869, 0.2500, 2.50
3.6738, 0.3750, 2.50
2.7933, 0.5000, 2.50
1.2658, 0.7500, 5.00
-0.9467, 1.0000, 5.00
-3.8984, 1.2500, 5.00
-6.5884, 1.1250, -2.50
-8.7279, 0.8750, -5.00
-10.3725, 0.6250, -5.00
-11.9177, 0.5000, -2.50
-14.1031, 0.6250, 2.50
-16.6305, 0.6250, 0.00
-19.2166, 0.5000, -2.50
-22.9409, 0.7500, 5.00
-27.5423, 0.8750, 2.50
-32.4752, 0.7500, -2.50
-37.8597, 0.6250, -2.50
-44.3884, 0.7500, 2.50
-51.3873, 0.5000, -5.00
4.7656, 0.1250, 2.50
4.2910, 0.2500, 2.50
3.5643, 0.3750, 2.50
2.5675, 0.5000, 2.50
1.9912, 0.3750, -2.50
0.7480, 0.6250, 5.00
-1.1930, 0.8750, 5.00
-3.8792, 1.1250, 5.00
-6.6605, 1.1250, 0.00
